Grupo,test,TCNO,Decision
GrupoP,z40,0,TRUE
GrupoP,z41,0,TRUE
GrupoP,z42,0,TRUE
GrupoP,z43,0,TRUE
GrupoP,z44,0,TRUE
GrupoP,z45,0,TRUE
GrupoP,z46,0,TRUE
GrupoP,z48,0,TRUE
GrupoP,z49,0,TRUE
GrupoP,z50,0,TRUE
GrupoP,z51,0,TRUE
GrupoP,z52,0,TRUE
GrupoP,z53,0,TRUE
GrupoP,z54,0,TRUE
GrupoP,z55,0,TRUE
GrupoP,z56,0,TRUE
GrupoP,z57,0,TRUE
GrupoP,z58,0,TRUE
GrupoP,z59,0,TRUE
GrupoR,z00,0,TRUE
GrupoR,z01,0,TRUE
GrupoR,z02,0,TRUE
GrupoR,z03,0,TRUE
GrupoR,z04,0,TRUE
GrupoR,z05,0,TRUE
GrupoR,z06,0,TRUE
GrupoR,z07,1,FALSE
GrupoR,z08,0,TRUE
GrupoR,z09,0,TRUE
GrupoR,z10,0,TRUE
GrupoR,z11,0,TRUE
GrupoR,z12,0,TRUE
GrupoR,z13,0,TRUE
GrupoR,z14,0,TRUE
GrupoR,z15,0,TRUE
GrupoR,z16,0,TRUE
GrupoR,z17,0,TRUE
GrupoR,z18,0,TRUE
GrupoR,z19,0,TRUE
GrupoR,z20,0,TRUE
GrupoR,z21,0,TRUE
GrupoR,z22,0,TRUE
GrupoR,z23,0,TRUE
GrupoR,z24,0,TRUE
GrupoR,z25,0,TRUE
GrupoR,z26,0,TRUE
GrupoR,z27,0,TRUE
GrupoR,z28,0,TRUE
GrupoR,z29,0,TRUE
GrupoR,z30,0,TRUE
GrupoR,z31,0,TRUE
GrupoR,z32,0,TRUE
GrupoR,z33,0,TRUE
GrupoR,z34,0,TRUE
GrupoR,z35,0,TRUE
GrupoR,z36,0,TRUE
GrupoR,z37,0,TRUE
GrupoR,z38,0,TRUE
GrupoR,z39,0,TRUE
GrupoR,z40,0,TRUE
GrupoR,z41,0,TRUE
GrupoR,z42,0,TRUE
GrupoR,z43,0,TRUE
GrupoR,z44,0,TRUE
GrupoR,z45,0,TRUE
GrupoR,z46,0,TRUE
GrupoR,z48,0,TRUE
GrupoR,z49,0,TRUE
GrupoR,z50,0,TRUE
GrupoR,z51,0,TRUE
GrupoR,z52,0,TRUE
GrupoR,z53,0,TRUE
GrupoR,z54,0,TRUE
GrupoR,z55,0,TRUE
GrupoR,z56,0,TRUE
GrupoR,z57,0,TRUE
GrupoR,z58,0,TRUE
GrupoR,z59,0,TRUE
GrupoS,z00,0,TRUE
GrupoS,z01,0,TRUE
GrupoS,z02,0,TRUE
GrupoS,z03,0,TRUE
GrupoS,z04,0,TRUE
GrupoS,z05,0,TRUE
GrupoS,z06,0,TRUE
GrupoS,z07,0,TRUE
GrupoS,z08,0,TRUE
GrupoS,z09,0,TRUE
GrupoS,z10,0,TRUE
GrupoS,z11,0,TRUE
GrupoS,z12,0,TRUE
GrupoS,z13,0,TRUE
GrupoS,z14,0,TRUE
GrupoS,z15,0,TRUE
GrupoS,z16,0,TRUE
GrupoS,z17,0,TRUE
GrupoS,z18,0,TRUE
GrupoS,z19,0,TRUE
GrupoS,z20,0,TRUE
GrupoS,z21,0,TRUE
GrupoS,z22,0,TRUE
GrupoS,z23,0,TRUE
GrupoS,z24,0,TRUE
GrupoS,z25,0,TRUE
GrupoS,z26,0,TRUE
GrupoS,z27,0,TRUE
GrupoS,z28,0,TRUE
GrupoS,z29,0,TRUE
GrupoS,z30,0,TRUE
GrupoS,z31,0,TRUE
GrupoS,z32,0,TRUE
GrupoS,z33,0,TRUE
GrupoS,z34,0,TRUE
GrupoS,z35,0,TRUE
GrupoS,z36,0,TRUE
GrupoS,z37,0,TRUE
GrupoS,z38,0,TRUE
GrupoS,z39,0,TRUE
GrupoS,z40,0,TRUE
GrupoS,z41,0,TRUE
GrupoS,z42,0,TRUE
GrupoS,z43,0,TRUE
GrupoS,z44,0,TRUE
GrupoS,z45,0,TRUE
GrupoS,z46,0,TRUE
GrupoS,z48,0,TRUE
GrupoS,z49,0,TRUE
GrupoS,z50,0,TRUE
GrupoS,z51,0,TRUE
GrupoS,z52,0,TRUE
GrupoS,z53,0,TRUE
GrupoS,z54,0,TRUE
GrupoS,z55,0,TRUE
GrupoS,z56,0,TRUE
GrupoS,z57,0,TRUE
GrupoS,z58,0,TRUE
GrupoS,z59,0,TRUE
GrupoT,z00,0,TRUE
GrupoT,z01,0,TRUE
GrupoT,z02,0,TRUE
GrupoT,z03,0,TRUE
GrupoT,z04,0,TRUE
GrupoT,z05,0,TRUE
GrupoT,z06,0,TRUE
GrupoT,z07,1,FALSE
GrupoT,z08,0,TRUE
GrupoT,z09,0,TRUE
GrupoT,z10,0,TRUE
GrupoT,z11,0,TRUE
GrupoT,z12,0,TRUE
GrupoT,z13,0,TRUE
GrupoT,z14,0,TRUE
GrupoT,z15,0,TRUE
GrupoT,z16,0,TRUE
GrupoT,z17,0,TRUE
GrupoT,z18,0,TRUE
GrupoT,z19,0,TRUE
GrupoT,z20,0,TRUE
GrupoT,z21,0,TRUE
GrupoT,z22,0,TRUE
GrupoT,z23,0,TRUE
GrupoT,z24,0,TRUE
GrupoT,z25,0,TRUE
GrupoT,z26,0,TRUE
GrupoT,z27,0,TRUE
GrupoT,z28,0,TRUE
GrupoT,z29,0,TRUE
GrupoT,z30,0,TRUE
GrupoT,z31,0,TRUE
GrupoT,z32,0,TRUE
GrupoT,z33,0,TRUE
GrupoT,z34,0,TRUE
GrupoT,z35,0,TRUE
GrupoT,z36,0,TRUE
GrupoT,z37,0,TRUE
GrupoT,z38,0,TRUE
GrupoT,z39,0,TRUE
GrupoT,z40,0,TRUE
GrupoT,z41,0,TRUE
GrupoT,z42,0,TRUE
GrupoT,z43,0,TRUE
GrupoT,z44,0,TRUE
GrupoT,z45,0,TRUE
GrupoT,z46,0,TRUE
GrupoT,z48,0,TRUE
GrupoT,z49,0,TRUE
GrupoT,z50,0,TRUE
GrupoT,z51,0,TRUE
GrupoT,z52,0,TRUE
GrupoT,z53,0,TRUE
GrupoT,z54,0,TRUE
GrupoT,z55,0,TRUE
GrupoT,z56,0,TRUE
GrupoT,z57,0,TRUE
GrupoT,z58,0,TRUE
GrupoT,z59,0,TRUE
GrupoZ,z00,0,TRUE
GrupoZ,z01,0,TRUE
GrupoZ,z02,1,FALSE
GrupoZ,z03,1,FALSE
GrupoZ,z04,0,TRUE
GrupoZ,z05,0,TRUE
GrupoZ,z06,1,FALSE
GrupoZ,z07,1,FALSE
GrupoZ,z08,1,FALSE
GrupoZ,z09,0,TRUE
GrupoZ,z10,0,TRUE
GrupoZ,z11,0,TRUE
GrupoZ,z12,0,TRUE
GrupoZ,z13,0,TRUE
GrupoZ,z14,0,TRUE
GrupoZ,z15,0,TRUE
GrupoZ,z16,0,TRUE
GrupoZ,z17,0,TRUE
GrupoZ,z18,0,TRUE
GrupoZ,z19,0,TRUE
GrupoZ,z20,0,TRUE
GrupoZ,z21,1,FALSE
GrupoZ,z22,0,TRUE
GrupoZ,z23,1,FALSE
GrupoZ,z24,1,FALSE
GrupoZ,z25,0,TRUE
GrupoZ,z26,0,TRUE
GrupoZ,z27,0,TRUE
GrupoZ,z28,0,TRUE
GrupoZ,z29,0,TRUE
GrupoZ,z30,0,TRUE
GrupoZ,z31,0,TRUE
GrupoZ,z32,0,TRUE
GrupoZ,z33,0,TRUE
GrupoZ,z34,0,TRUE
GrupoZ,z35,1,FALSE
GrupoZ,z36,0,TRUE
GrupoZ,z37,0,TRUE
GrupoZ,z38,0,TRUE
GrupoZ,z39,0,TRUE
GrupoZ,z40,0,TRUE
GrupoZ,z41,0,TRUE
GrupoZ,z42,0,TRUE
GrupoZ,z43,0,TRUE
GrupoZ,z44,0,TRUE
GrupoZ,z45,0,TRUE
GrupoZ,z46,0,TRUE
GrupoZ,z48,1,FALSE
GrupoZ,z49,1,FALSE
GrupoZ,z50,1,FALSE
GrupoZ,z51,1,FALSE
GrupoZ,z52,0,TRUE
GrupoZ,z53,0,TRUE
GrupoZ,z54,0,TRUE
GrupoZ,z55,0,TRUE
GrupoZ,z56,0,TRUE
GrupoZ,z57,0,TRUE
GrupoZ,z58,0,TRUE
GrupoZ,z59,0,TRUE
