GrupoA,001,0,0
GrupoA,002,0,0
GrupoA,003,0,0
GrupoA,004,0,0
GrupoA,005,0,0
GrupoA,006,0,0
GrupoA,007,0,0
GrupoA,008,0,0
GrupoA,009,0,0
GrupoA,010,0,0
GrupoA,011,0,0
GrupoA,012,0,0
GrupoA,013,0,0
GrupoA,014,0,0
GrupoA,015,0,0
GrupoA,016,0,0
GrupoA,017,0,0
GrupoA,018,0,0
GrupoA,019,0,0
GrupoA,020,0,0
GrupoA,021,0,0
GrupoA,022,0,0
GrupoA,023,0,0
GrupoA,024,0,0
GrupoA,025,0,0
GrupoA,026,0,0
GrupoA,027,0,0
GrupoA,028,0,0
GrupoA,029,0,0
GrupoA,030,0,0
GrupoA,031,0,0
GrupoA,032,0,0
GrupoA,033,0,0
GrupoA,034,0,0
GrupoA,035,0,0
GrupoA,036,0,0
GrupoA,037,0,0
GrupoA,038,0,0
GrupoA,039,0,0
GrupoA,040,0,0
GrupoA,041,0,0
GrupoA,042,0,0
GrupoA,043,0,0
GrupoA,044,0,0
GrupoA,045,0,0
GrupoA,046,0,0
GrupoA,047,0,0
GrupoA,048,0,0
GrupoA,049,0,0
GrupoA,050,0,0
GrupoA,051,0,0
GrupoA,052,0,0
GrupoA,053,0,0
GrupoA,054,0,0
GrupoA,055,0,0
GrupoA,056,0,0
GrupoA,057,0,0
GrupoA,058,0,0
GrupoA,059,1,0
GrupoA,060,1,0
GrupoA,061,1,0
GrupoA,062,1,0
GrupoA,063,0,0
GrupoA,064,0,0
GrupoA,065,0,0
GrupoA,066,0,0
GrupoA,067,0,0
GrupoA,068,1,0
GrupoA,069,1,0
GrupoA,070,0,0
GrupoA_Z,001,0,0
GrupoA_Z,002,0,0
GrupoA_Z,003,0,0
GrupoA_Z,004,0,0
GrupoA_Z,005,0,0
GrupoA_Z,006,0,0
GrupoA_Z,007,0,0
GrupoA_Z,008,0,0
GrupoA_Z,009,0,0
GrupoA_Z,010,0,0
GrupoA_Z,011,0,0
GrupoA_Z,012,0,0
GrupoA_Z,013,0,0
GrupoA_Z,014,0,0
GrupoA_Z,015,0,0
GrupoA_Z,016,0,0
GrupoA_Z,017,0,0
GrupoA_Z,018,0,0
GrupoA_Z,019,0,0
GrupoA_Z,020,0,0
GrupoA_Z,021,0,0
GrupoA_Z,022,0,0
GrupoA_Z,023,0,0
GrupoA_Z,024,0,0
GrupoA_Z,025,0,0
GrupoA_Z,026,0,0
GrupoA_Z,027,0,0
GrupoA_Z,028,0,0
GrupoA_Z,029,0,0
GrupoA_Z,030,0,0
GrupoA_Z,031,0,0
GrupoA_Z,032,0,0
GrupoA_Z,033,0,0
GrupoA_Z,034,0,0
GrupoA_Z,035,0,0
GrupoA_Z,036,0,0
GrupoA_Z,037,0,0
GrupoA_Z,038,0,0
GrupoA_Z,039,0,0
GrupoA_Z,040,0,0
GrupoA_Z,041,0,0
GrupoA_Z,042,0,0
GrupoA_Z,043,0,0
GrupoA_Z,044,0,0
GrupoA_Z,045,0,0
GrupoA_Z,046,0,0
GrupoA_Z,047,0,0
GrupoA_Z,048,0,0
GrupoA_Z,049,0,0
GrupoA_Z,050,0,0
GrupoA_Z,051,0,0
GrupoA_Z,052,0,0
GrupoA_Z,053,0,0
GrupoA_Z,054,0,0
GrupoA_Z,055,0,0
GrupoA_Z,056,0,0
GrupoA_Z,057,0,0
GrupoA_Z,058,0,0
GrupoA_Z,059,1,0
GrupoA_Z,060,1,0
GrupoA_Z,061,1,0
GrupoA_Z,062,1,0
GrupoA_Z,063,0,0
GrupoA_Z,064,0,0
GrupoA_Z,065,0,0
GrupoA_Z,066,0,0
GrupoA_Z,067,0,0
GrupoA_Z,068,1,0
GrupoA_Z,069,1,0
GrupoA_Z,070,0,0
GrupoA_Z,001,0,0
GrupoA_Z,002,0,0
GrupoA_Z,003,0,0
GrupoA_Z,004,0,0
GrupoA_Z,005,0,0
